text,href,twebsite
新闻学院,http://xinwenxueyuan.cuc.edu.cn/,https://xinwenxueyuan.cuc.edu.cn/7418/list.htm
电视学院,http://tvs.cuc.edu.cn/,http://tvs.cuc.edu.cn///238/list.htm
戏剧影视学院,http://tft.cuc.edu.cn/,http://tft.cuc.edu.cn///2019/0108/c4351a113018/page.htm
播音主持艺术学院,http://boyin.cuc.edu.cn/,http://boyin.cuc.edu.cn//http://boyin.cuc.edu.cn/1272/list.htm
动画与数字艺术学院,http://animation.cuc.edu.cn/,https://animation.cuc.edu.cn/_upload/tpl/02/7a/634/template634/teachers-zh.html
音乐与录音艺术学院,http://mra.cuc.edu.cn/,http://mra.cuc.edu.cn//https://mp.weixin.qq.com/s?__biz=MzU5OTcwMDM5Mg==&mid=2247540780&idx=1&sn=2ce252f9ce18e244e5d58b12aabbe64b&chksm=feb286ebc9c50ffd7fe6f3ba27ed12ccabc2cb31b265ea3a18b5af23843927b4520d37cd0aaa&token=39602974&lang=zh_CN#rd
信息与通信工程学院,http://ices.cuc.edu.cn/,https://ices.cuc.edu.cn/619/list.htm
计算机与网络空间安全学院,http://ccs.cuc.edu.cn/,http://ccs.cuc.edu.cn///szdw/list.htm
数据科学与智能媒体学院,http://dsmi.cuc.edu.cn/,https://dsmi.cuc.edu.cn/szdw/list.htm
人文学院,http://rwxy.cuc.edu.cn,https://rwxy.cuc.edu.cn/1316/list.htm
外国语言文化学院,http://sis.cuc.edu.cn/,https://sis.cuc.edu.cn/106/list.htm
经济与管理学院,http://sem.cuc.edu.cn/,http://sem.cuc.edu.cn///165/list.htm
广告学院,http://ggxy.cuc.edu.cn/,http://ggxy.cuc.edu.cn///szbsh/list.htm
文化产业管理学院,http://scim.cuc.edu.cn/,http://scim.cuc.edu.cn//http://scim.cuc.edu.cn/8306/list.htm
马克思主义学院,http://mkszyxy.cuc.edu.cn/,http://mkszyxy.cuc.edu.cn///2336/list.htm
政府与公共事务学院,http://sgpa.cuc.edu.cn/,http://sgpa.cuc.edu.cn///szbsh/list.htm
海南国际学院,https://hainan.cuc.edu.cn/,https://hainan.cuc.edu.cn///2023/1212/c8811a214660/page.htm
